Q1A,Q1E,Q2A,Q2E,Q3A,Q3E,Q4A,Q4E,Q5A,Q5E,Q6A,Q6E,Q7A,Q7E,Q8A,Q8E,Q9A,Q9E,Q10A,Q10E,Q11A,Q11E,Q12A,Q12E,Q13A,Q13E,Q14A,Q14E,Q15A,Q15E,Q16A,Q16E,Q17A,Q17E,Q18A,Q18E,Q19A,Q19E,Q20A,Q20E,Q21A,Q21E,Q22A,Q22E,Q23A,Q23E,Q24A,Q24E,Q25A,Q25E,Q26A,Q26E,Q27A,Q27E,Q28A,Q28E,Q29A,Q29E,Q30A,Q30E,Q31A,Q31E,Q32A,Q32E,Q33A,Q33E,Q34A,Q34E,Q35A,Q35E,Q36A,Q36E,Q37A,Q37E,Q38A,Q38E,Q39A,Q39E,Q40A,Q40E,Q41A,Q41E,Q42A,Q42E,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,religion,married,familysize,major,major_category
4,3799,1,944,1,3577,2,2243,2,1429,2,3479,1,3280,2,1823,1,2863,1,3599,4,2640,4,436,2,3136,1,6047,1,2537,2,6104,1,4600,1,3663,1,4177,1,2473,2,3031,3,3288,1,2104,2,7839,3,540,1,2984,2,3105,1,1513,1,3607,1,6226,2,2785,2,3288,2,628,2,1404,1,3680,1,580,1,4399,1,2128,2,2696,1,3849,1,1952,4,5007,DO,2,229,165,4,6,5,6,6,4,4,2,3,2,3,1,2,24,1,1,4,Architecture,Computer Science
2,31745,1,3287,3,1044,3,15144,4,3777,2,10450,1,11264,2,10094,2,11362,4,9622,3,7764,3,5685,4,3049,1,10024,4,8455,4,3465,2,10240,4,18840,1,31343,3,4135,4,3633,2,93964,1,5049,3,661,2,21544,4,2637,3,3594,2,6486,1,9588,2,20186,4,9944,2,11965,3,6493,3,1783,3,6383,3,4095,4,16764,4,2475,4,7612,2,10739,1,16035,4,3382,TR,7,545,234,2,2,3,1,7,7,3,7,7,1,2,3,3,16,10,1,1,Others,Others
3,3308,2,2190,4,7323,2,4950,3,2072,2,3268,3,4369,4,2017,2,2580,3,2400,3,2577,2,2633,4,1282,3,10003,2,2307,3,1951,3,1482,2,2198,2,6983,2,1966,3,1450,3,2150,2,4036,3,2068,2,3378,4,4481,3,1636,3,1644,3,4649,3,2302,3,1864,3,4114,3,1933,4,3876,2,2230,1,2883,3,13267,3,3468,3,1999,3,3337,2,2551,4,2312,US,39,140,127,3,5,5,6,2,6,6,5,2,3,2,3,2,18,2,1,1,Others,Others
1,5618,1,2413,3,5218,3,6036,3,2977,1,2336,1,2409,2,3249,1,3497,3,2808,1,2320,2,3578,3,2210,1,5746,1,3397,4,2760,4,4295,3,3222,1,5091,2,2978,4,2062,2,3740,2,2731,3,5885,2,6015,2,2610,1,6851,1,2092,2,4112,3,15160,3,3118,1,3310,2,3078,4,1730,2,4933,2,1914,3,4321,4,1555,1,3211,2,4987,1,6755,4,5241,DO,236,168,146,3,6,3,4,4,7,3,4,3,3,3,2,2,24,1,1,4,software engineering,Computer Science
3,3364,1,2579,1,2311,2,2719,3,1829,4,2182,4,2795,3,1800,4,3576,2,3229,2,3131,4,3938,2,3074,3,3019,2,2584,1,2433,2,1917,3,1958,1,11430,3,2236,3,2265,3,2301,1,3621,2,3363,3,8190,2,3341,2,7033,4,1574,4,810,2,5284,1,23236,3,2623,4,3482,3,1800,2,6660,2,2548,1,2050,2,1588,2,1849,4,3150,3,1766,3,5746,US,5,173,193,3,5,2,7,5,3,4,6,2,2,2,2,2,18,12,1,1,Others,Others
1,6051,1,5188,1,6161,1,4439,1,3288,1,12380,1,6311,1,2086,1,10383,1,2328,1,5124,1,6174,1,9788,1,15020,2,5172,1,6489,1,3565,1,2822,2,22197,1,5399,1,4035,1,9412,1,3195,1,6746,1,11543,1,1972,2,4540,1,2208,1,3875,1,8045,2,7425,2,1244,1,4283,1,1900,1,12277,1,2052,1,9353,1,2091,1,17976,1,12317,1,13642,2,7603,NO,8,299,79,1,5,6,2,4,6,2,2,6,6,2,2,1,23,1,1,4,Others,Others
3,3814,1,2943,4,3079,1,3243,4,1752,3,4445,2,1466,1,4631,1,571395,4,2498,4,2559,3,4556,4,5340,1,12662,1,3750,4,1950,4,2832,1,3678,1,5815,1,5353,3,5028,1,71041,1,2831,4,3466,1,7202,4,2782,3,4667,1,2982,4,5937,2,2755,4,3005,4,6287,2,11845,3,2895,4,10172,1,2307,4,6434,4,4509,3,4284,1,5132,1,2346,4,5316,GR,1203,849,204,5,7,5,1,3,1,1,1,4,1,2,3,2,22,1,1,2,art history,Arts
2,3905,1,3998,1,3923,1,16315,2,42146,2,3638,1,3284,1,4776,1,3681,1,4423,2,2965,1,2000,1,5474,2,6916,1,3140,1,5131,1,1489,2,2567,1,2707,1,6531,1,1632,1,5953,1,3189,1,1815,2,24162,2,4997,2,6033,1,2732,1,2626,1,3161,1,2574,2,13079,2,6333,1,1533,1,3439,1,1607,1,8803,1,2423,2,2323,2,6537,1,4755,2,3310,US,9,242,186,4,5,6,6,4,5,6,4,5,3,3,3,2,61,4,2,2,education,Social Sciences
2,3827,3,6293,2,12153,3,27819,2,3677,3,5148,1,10609,2,5393,2,20696,3,18081,2,8125,3,5575,2,3849,3,8308,2,5444,2,4794,2,26488,2,3829,3,265,1,7074,1,3496,2,7458,3,5361,2,5991,2,7507,1,4278,3,3978,2,7440,2,6643,2,14317,2,7322,3,6827,2,2833,1,5161,3,8092,1,2065,2,6939,1,6312,2,70824,1,8159,3,41936,4,12401,GR,5,433,320,2,4,1,5,6,4,3,6,6,3,3,3,2,21,1,1,2,art theory,Arts
4,1577,4,2890,4,2280,4,5515,4,1919,1,2469,3,3014,1,2703,4,5343,4,1812,4,1438,4,3062,4,1056,3,5250,4,1811,4,2610,3,2969,3,3031,2,4593,4,2218,4,2764,4,1671,4,1188,2,3154,1,12126,4,2297,4,1766,4,2219,1,4046,4,6025,4,12156,4,2506,4,2141,4,1939,4,2876,3,2188,4,1781,3,3108,2,3095,4,3874,4,1531,4,2515,IN,2,135,145,5,2,1,2,7,6,6,7,4,3,2,3,1,20,2,1,3,Computer Science Engineering,Computer Science
2,3110,1,2067,1,2171,1,2347,3,4588,2,3924,2,3243,1,3418,2,8380,2,3029,1,2733,1,4317,2,4604,2,3918,2,4131,1,2632,1,2939,1,3084,1,5085,2,4522,1,1673,2,3574,1,3544,1,2133,2,11411,1,5684,2,5427,1,9819,2,3577,2,6557,1,2782,1,3726,2,3451,1,2152,1,3347,2,2463,1,4976,1,2840,2,3218,1,3783,2,2784,3,12261,US,11,176,169,4,5,6,5,7,5,3,6,6,1,3,1,1,23,12,1,2,Psychology&Philosophy,Humanities
1,4294,1,1668,1,2305,1,4331,2,3031,1,3628,1,2193,1,1747,1,5171,2,3125,1,2771,1,1749,1,1638,1,3421,1,3994,2,1950,2,2935,2,1027,1,3881,1,1884,1,6998,2,2565,1,3095,1,2582,1,2835,1,7784,2,3076,1,3557,2,6970,2,4973,1,2963,2,4268,1,2230,1,1719,3,4872,1,1730,1,2591,1,1661,2,2860,2,3096,1,1842,2,3685,US,3,146,117,1,6,7,1,5,6,5,3,7,2,2,1,2,17,7,1,6,Others,Others
2,3597,2,3599,3,3943,1,3127,3,5555,2,3544,1,4081,2,2270,3,4507,2,2560,3,2848,2,5112,4,2288,3,3423,2,2896,2,3278,2,3120,4,2568,2,5480,3,3201,1,3033,2,2699,1,2600,2,3525,2,6097,4,2264,2,3022,2,2385,2,4134,2,4234,1,5358,2,3669,2,3328,2,4728,4,4057,2,1678,1,3597,1,3213,2,2737,3,5608,2,2752,2,4320,MY,8,176,117,3,5,6,6,6,7,6,5,5,6,4,3,2,23,10,1,4,civil engineering,Engineering
3,7482,2,3868,3,4001,3,5136,4,3252,4,2937,2,4914,2,4909,3,6902,4,2244,4,10573,2,3918,3,2867,3,4830,2,4726,3,5197,4,1696,3,2899,2,4361,2,2993,4,2336,3,7395,2,10383,3,7718,1,1043,3,2878,2,8252,2,8762,4,4757,2,44836,2,3656,2,63264,2,2412,3,2273,4,5716,2,3417,4,3698,4,3430,3,5242,4,3307,2,59740,3,6179,US,14,369,319,2,4,3,5,2,6,3,2,6,3,1,1,3,16,1,1,3,Others,Others
1,3634,1,3391,2,11150,1,3490,2,4061,1,3129,1,1960,3,2341,1,5924,2,7060,1,2834,1,4082,2,9852,3,8414,1,3870,1,4877,2,3729,1,2498,2,7031,1,2547,1,7328,3,1747,1,1928,2,10439,1,8256,1,7018,1,2177,1,2297,1,2682,1,3593,2,2316,1,4236,1,2989,1,3396,1,26217,1,1705,1,4013,1,3159,1,1824,1,6867,1,1826,3,5956,US,6,213,239,6,5,4,1,6,1,3,5,7,2,2,2,1,21,1,1,3,Others,Others
3,4706,1,3141,4,4008,1,2832,4,5290,3,8076,1,3706,2,2610,3,8954,1,2680,3,4107,1,3579,3,2417,3,5203,1,8369,2,4280,1,3422,1,3969,1,3378,1,2632,1,2786,2,4084,1,2148,3,4107,4,7541,1,3640,1,3694,1,7595,3,5793,4,8242,4,3827,4,4592,2,3507,2,4402,4,4389,1,2571,1,3299,1,2496,2,3590,1,3626,2,4476,4,3587,US,131,192,171,5,7,2,6,6,6,2,7,1,2,4,3,2,26,1,1,2,Marketing,Business
2,4095,1,4054,2,6896,3,9639,3,5345,2,3029,1,7086,3,14162,2,6563,3,3303,2,3599,2,5966,4,2671,2,8135,1,4277,3,2608,3,9847,3,6855,1,13120,2,3814,2,7872,2,2655,2,3447,3,6206,1,9623,3,2472,2,2767,2,3087,2,4912,1,6950,3,5760,3,4640,2,2647,3,3632,2,6184,2,4536,2,7911,2,3894,3,2583,2,9320,2,4272,4,4073,US,4,235,221,2,5,1,6,4,6,6,5,4,4,2,2,1,40,2,3,2,Business,Business
1,3404,2,10935,1,3593,1,5086,1,2810,1,3677,1,4919,1,3288,1,8824,1,5750,1,2475,1,2422,1,1638,1,15928,1,2770,1,4719,1,3639,1,1745,1,8400,1,2408,1,3548,1,4149,1,3043,1,3698,1,27429,1,2660,1,2621,1,2219,1,2827,1,4980,1,2623,1,11105,1,2245,1,5499,1,6972,1,1761,1,8120,1,6261,1,2259,1,3951,1,2576,1,11750,US,5,221,183,7,4,6,1,6,3,4,2,6,1,2,2,1,18,7,1,2,Others,Others
2,2072,1,2112,2,2480,2,1824,3,1728,3,4040,2,2408,2,2472,3,117806,3,2824,3,2784,3,2096,3,1552,1,3025,1,2176,2,42927,4,1292,1,700,1,1935,3,1800,3,1752,1,1969,1,27443,2,2048,2,6728,3,1368,1,1864,3,1656,2,124092,3,60714,2,2704,2,2312,4,3726,3,1536,1,1061,2,1553,3,2192,3,1520,2,1479,4,2264,3,1504,4,2400,US,2,530,98,2,1,4,5,4,6,7,3,5,1,1,2,2,16,12,1,2,Others,Others
3,6098,4,2278,3,3078,2,7204,4,1938,2,2264,3,2914,3,3733,3,4341,4,4154,2,2425,4,2044,4,1345,2,6457,3,3704,4,2562,4,2989,3,3028,3,3342,3,3732,3,1901,4,3694,4,1805,4,3482,3,3439,3,3130,2,2095,3,1762,4,2915,4,9630,4,2416,4,3780,4,3945,4,4831,2,6521,2,1674,4,2960,4,2349,2,2770,4,2813,2,3754,4,3452,US,2,145,78,3,2,6,4,6,6,7,3,6,2,3,3,2,20,2,1,4,Psychology,Social Sciences
3,13759,1,3648,1,4992,1,5039,2,4169,2,4092,1,10781,2,2326,2,6462,1,2514,2,3173,3,4799,1,3857,2,5674,2,5397,1,2951,1,2762,3,5819,1,5880,2,2633,1,2214,3,3338,1,2355,2,4482,3,14723,1,2528,3,10271,2,3467,2,4293,2,6848,3,4814,2,10093,3,3245,1,2632,3,16941,1,1563,1,3823,1,1371,3,10275,2,3469,1,3929,2,7161,DE,17,228,150,5,6,4,5,7,6,5,1,4,2,3,3,2,27,3,1,2,psychology,Social Sciences
3,2456,1,1867,2,5336,1,5701,2,5606,3,4809,1,1966,2,2236,2,6268,1,2253,3,1946,3,4625,2,3488,1,6529,1,1999,1,2553,1,1860,4,4131,3,906,3,3057,1,1879,2,14654,1,2483,2,3550,1,5615,2,4760,3,4564,2,3812,3,4376,3,7364,1,2761,4,3845,4,4931,1,1558,3,7132,2,2203,1,3216,1,1567,4,2221,4,2752,1,2564,2,5062,US,9,186,124,3,3,7,5,5,7,7,1,3,4,3,1,2,22,12,1,3,Psychology,Social Sciences
1,2921,2,5994,3,132096,1,20825,2,3040,1,2205,1,2769,3,3224,3,8744,4,1946828,1,2856,1,2855,3,2375,2,8591,2,2339,3,3703,4,2903,1,3497,2,1505,1,2335,4,3504,2,730,1,1832,2,54767,1,971565,3,3704,1,2113,1,2911,1,2861,1,68864,2,3431,1,3647,2,3057,4,1585,1,5414,1,1567,4,5327,4,1611,2,54454,3,13112,1,2479,3,4741,US,100,3386,584,1,1,4,1,4,6,2,6,4,7,3,3,1,28,2,1,3,Biology,Sciences
3,3399,4,2400,4,1865,3,2503,4,1833,2,3017,4,1616,4,2001,4,2500,4,1634,4,3349,4,1822,4,1984,4,3266,2,2267,4,2065,4,468,4,3350,4,3428,4,2961,4,1163,4,2012,2,2107,4,1480,4,3934,4,2907,4,1550,3,2351,3,7895,3,7464,4,1564,4,2119,4,1384,4,1518,4,13767,4,2344,4,2583,4,1486,4,1882,4,2953,4,6871,4,1849,CA,3,121,113,6,5,3,7,7,6,7,7,2,1,2,2,2,17,10,1,2,Others,Others
2,2331,1,2844,2,2797,1,4823,3,7101,2,59667,1,3052,2,3590,1,5930,2,4263,2,2003,3,2870,2,2935,2,3910,1,1812,3,2737,2,1893,2,838,1,5487,2,1869,2,2903,3,2838,1,2384,2,2719,1,5724,2,1123,2,2011,2,2702,2,4354,2,4451,2,3972,3,4416,3,4624,2,1593,1,6094,2,3066,2,2592,2,2769,3,1884,1,3487,2,3793,3,3338,US,8,212,77,2,3,4,4,6,5,4,4,4,1,3,3,2,22,12,1,2,computer science,Computer Science
2,5268,1,3085,1,2028,4,6277,4,4709,3,1690,4,3249,4,3865,3,10259,1,2329,3,4024,4,3925,4,2735,2,32810,2,2881,2,4105,1,4109,1,3924,3,13991,4,2237,1,7728,3,2346,1,2245,2,3859,2,12837,4,3776,2,3989,4,1288,4,2945,1,9359,1,4314,2,3865,4,18732,1,2141,2,6557,3,2644,1,3956,1,4777,3,2023,3,4586,4,1716,4,5769,US,2,239,178,2,2,2,5,5,6,6,1,5,2,2,2,2,15,4,1,2,Others,Others
3,3424,4,251,4,2589,4,4774,2,3256,4,7572,4,1295,4,2148,4,2372,2,3794,3,6037,3,2784,4,4050,2,6689,3,1806,3,4156,4,2774,2,4806,4,2762,3,2425,4,1508,4,3964,4,1458,2,2425,3,4193,3,3678,2,3312,4,1273,3,4607,2,3201,2,2193,4,27233,3,5629,4,957,2,3097,4,1045,3,3857,3,2091,2,2271,4,6364,4,2279,4,2479,US,2,159,364,3,3,4,7,3,7,5,6,2,7,2,2,2,15,7,1,3,Others,Others
1,2703,1,2960,1,4258,1,3304,1,2347,2,4128,1,4141,1,2866,1,12357,1,2844,1,4379,1,3468,1,3106,1,6460,2,7121,1,2814,1,2772,1,3599,1,284,1,6242,1,11663,1,3173,1,2334,1,10095,1,4732,1,2056,1,3125,1,2120,1,4022,1,4833,1,2696,2,7537,1,3008,1,2243,1,5405,1,3115,1,5873,1,2734,1,2286,1,4549,1,1873,1,4494,US,3,176,218,6,4,7,1,6,4,1,1,6,2,2,3,1,18,7,1,2,Others,Others
2,7973,1,5002,2,4631,1,3536,2,2284,1,5918,1,2633,2,4201,1,9307,2,2579,2,3047,1,2697,2,1967,1,5384,1,2285,2,5035,2,3758,2,4151,1,2866,1,4219,1,2466,1,3085,1,1951,2,3528,1,2768,2,2833,2,4451,1,1955,1,2549,1,3217,3,3550,1,2735,1,2347,2,2802,1,5002,1,1588,2,4401,2,7869,2,2672,1,2871,1,2301,3,3887,US,6,172,124,5,2,7,5,5,3,7,2,5,5,3,3,2,60,4,1,2,Medical Technology,Medical
3,2911,1,3119,3,3650,1,3251,4,2314,4,4511,2,1866,4,1817,4,7118,4,3282,4,2072,4,4166,4,1700,4,5882,2,1398,3,2751,4,3499,4,3881,3,3115,1,4916,4,2119,4,3881,1,2283,4,2465,4,7298,4,1650,4,1370,3,2400,3,9613,1,5762,4,2149,3,3997,4,2182,4,1908,3,10799,1,3620,4,2000,4,1766,4,1535,4,3968,3,3279,4,3416,LK,6,148,190,2,7,4,6,4,2,2,3,2,5,2,3,2,18,12,1,2,Engineering ,Engineering
2,30029,3,7503,2,5544,2,1129,3,4375,4,4284,3,4889,3,3868,3,5341,3,3019,3,3089,4,3151,3,2261,1,4717,3,4160,2,3465,2,2028,1,5818,4,5626,3,4392,2,3393,3,4171,1,2807,2,3463,3,5515,2,4001,1,4747,4,2017,2,3483,3,4847,2,4545,2,5038,3,1475,2,3039,1,7403,3,2798,1,6221,2,3877,3,3989,3,3717,3,1878,3,3807,GB,60,216,158,2,5,4,7,4,6,4,4,3,7,3,3,2,20,1,1,3,nutrition,Medical
1,2043,1,1669,1,1466,1,1544,3,4998,2,2532,1,1560,1,1397,1,5802,1,1654,1,2074,2,3884,1,1185,2,4156,1,2449,1,2465,1,1918,2,3510,1,1949,1,3448,1,2808,1,1747,1,1607,1,4357,1,6989,1,1575,1,2573,1,2948,1,2495,4,7733,1,2246,1,3822,1,1325,1,1123,1,2511,1,1061,1,1575,1,1387,2,10422,1,3191,1,2449,3,3162,BR,261,121,164,5,2,2,1,4,5,2,6,7,4,2,3,1,20,2,1,2,Law,Social Sciences
4,2205,1,3320,2,2803,1,3365,4,2470,4,6094,2,4297,4,1968,2,7997,1,3199,3,9720,4,4234,2,2535,2,4763,2,3118,2,2700,3,2779,4,4755,1,4566,2,2750,2,2346,4,1687,1,2130,2,1728,1,9701,2,1966,4,1464,3,3891,4,2182,2,5837,2,3123,1,4214,2,2584,4,1781,2,5784,2,4173,1,3668,3,3748,3,6462,3,3289,1,2501,4,4484,US,5,159,73,7,6,3,6,4,1,7,5,3,2,1,2,2,14,4,1,6,Others,Others
4,5434,2,4833,2,6188,3,3411,3,3545,2,5051,2,3646,2,9377,2,3993,1,2150,2,3851,3,4014,3,3635,4,5483,2,3935,2,2629,1,2134,2,2582,1,1717,2,4792,1,2249,3,4961,1,3412,2,4671,4,13978,2,9249,2,2522,4,3683,2,3755,2,7654,1,2596,3,4791,2,2125,2,2884,2,5369,3,2161,1,4399,1,1672,4,1716,3,1715,2,4017,4,4622,US,10,198,136,6,6,5,4,7,2,5,3,5,4,1,2,2,16,7,1,3,Others,Others
3,1801,2,5671,1,1797,1,2441,2,3265,2,2124,1,1466,2,2071,2,2783,2,3015,3,2197,3,5182,1,1014,4,3818,1,1851,3,2914,2,1686,3,1827,1,2910,2,1535,1,1549,2,1215,1,1266,2,2979,2,5074,1,966,4,1532,2,1377,1,519300,2,4388,1,1781,4,2779,3,1348,1,1092,4,2167,1,1999,1,1756,1,1053,4,1659,4,2238,2,1583,3,2083,US,103,613,58,1,6,5,3,5,5,1,3,6,2,1,2,2,14,1,1,2,Others,Others
1,2376,2,2140,4,3089,2,2040,4,2081,1,2988,2,765,2,3747,2,4052,3,1820,2,3207,3,3293,4,1621,3,2228,2,2079,3,1629,3,1534,2,2012,2,3230,2,2877,4,4931,3,1698,1,1906,4,1621,3,2819,3,2027,3,3661,2,1352,4,5491,2,3877,4,1891,2,2140,1,3708,3,2087,2,3706,2,1671,4,1760,4,2282,3,3012,2,3957,2,1926,4,1943,US,2,113,69,6,5,6,3,7,6,5,5,4,6,3,1,2,21,1,1,8,Classics and Philosophy,Computer Science
4,3384,4,4365,2,10174,3,6449,3,102986,4,3883,3,52746,4,2159,3,9667,2,4883,4,3542,4,4373,4,2502,4,11487,3,3294,2,5250,3,4304,4,4769,3,122024,3,2867,3,26969,4,5265,3,32268,3,1899,3,7703,3,2598,3,96253,4,29101,4,60821,4,70756,3,4459,3,3981,4,5167,3,3297,3,39820,3,1901,3,132609,3,2781,4,32141,4,4015,3,13483,3,8708,US,4,1342,194,4,4,6,7,6,7,5,4,4,1,2,3,2,15,4,1,3,,Others
2,5640,1,2099,3,3034,1,3604,3,3767,2,3200,1,1515,2,2700,3,6350,3,2150,3,2817,3,3550,3,2829,2,5006,1,2100,4,2716,4,5518,2,2546,1,4185,1,3483,4,2367,3,3465,1,2312,2,6708,1,4369,3,4131,4,3523,2,2217,2,4259,3,5801,3,2514,3,6157,3,1800,4,1967,2,11817,3,2614,3,2935,4,2293,3,1683,4,7530,1,1827,4,3335,US,3,155,119,2,5,6,5,7,6,5,6,5,3,1,2,2,14,2,1,4,Others,Others
3,8405,2,5819,4,1925,4,2249,4,2760,4,1832,4,1942,4,1595,3,6633,4,1757,4,1646,3,3598,4,1273,4,5615,2,5455,4,2756,4,1520,4,15544,4,2967,4,3467,4,1883,4,1398,4,1832,4,1670,4,4501,4,14388,4,1407,4,4684,4,1683,3,7841,4,2171,4,4144,4,1574,4,1524,3,3806,4,1440,4,1783,4,1554,4,1530,4,4616,4,1618,4,4254,US,22,151,153,1,3,5,6,6,7,2,7,1,2,2,3,1,17,1,1,3,physics,Sciences
3,2634,4,2100,3,4204,4,3203,4,2748,4,2183,4,1947,4,1413,4,2914,4,2068,4,2532,3,5487,4,1333,1,7601,4,1819,4,3813,4,1700,4,4102,3,15014,4,2680,4,1601,4,4150,2,5267,4,2618,4,5446,4,2082,4,2249,4,2084,4,3513,4,4058,4,5593,4,5470,3,4483,4,1816,4,3467,4,1484,4,3133,4,2553,4,2236,4,5164,4,1978,4,4220,US,8,147,177,1,2,5,7,1,6,5,6,1,4,2,2,2,15,2,1,2,Others,Others
1,2417,1,1955,1,1752,1,2749,1,16752,1,2490,1,2586,1,1436,1,5089,2,2444,1,3317,1,2857,1,2792,2,6501,1,1628,1,3234,1,1815,1,4197,1,4490,1,1505,1,2469,1,2379,1,1629,2,4599,1,10064,2,2071,2,5718,1,1732,1,2427,1,8108,1,2434,2,3448,1,1840,1,5933,3,9328,1,2500,1,2523,1,1854,1,1112,1,2710,1,2177,1,2398,US,2,155,118,6,4,6,0,5,4,5,5,4,2,2,2,1,18,1,1,2,Others,Others
2,2575,2,2659,2,5460,3,3231,2,2186,2,6175,2,1795,3,1827,3,2617,2,3292,3,2037,2,3508,3,1774,3,3865,3,1581,2,39031,2,2371,3,2034,3,3100,3,2386,2,1542,2,2109,2,2297,2,2082,3,18286,2,1828,2,2867,3,2232,3,2219,3,11480,2,2614,2,3383,3,2981,2,2061,2,5929,2,1854,3,3998,2,1991,2,2135,4,3124,2,2549,4,2460,US,2,176,107,1,5,2,7,3,7,3,5,1,3,2,1,2,20,7,1,2,English,Humanities
2,3862,4,5913,2,4869,1,4110,2,3241,1,2979,1,4744,1,3974,1,3588,2,3502,1,5087,1,2562,1,3315,2,7511,2,5468,3,5930,1,10811,3,7506,1,3258,1,2824,4,4635,4,3751,1,2300,2,4294,1,7882,1,2539,2,2808,1,1939,1,5746,1,4537,2,4765,1,5481,3,4129,3,6138,1,10875,1,1618,2,5095,4,3017,3,4122,1,10443,3,4419,2,7027,US,2,217,175,7,5,6,1,5,2,3,1,7,1,3,3,2,24,2,1,1,Architecture ,Computer Science
2,2898,1,5402,1,6381,1,2738,4,4995,1,2857,1,2504,4,3326,1,7943,1,2218,2,3036,3,2878,2,2770,2,3273,1,5556,1,2901,1,3606,2,2487,3,5018,1,3092,1,2038,4,3354,1,2114,1,2668,2,5082,2,2227,2,5848,1,5061,1,3967,4,4002,1,2492,2,2783,4,2227,1,1529,2,4157,1,1473,1,3435,1,2051,4,3255,2,4097,1,4833,4,3996,US,8,149,108,7,1,7,5,7,2,7,5,5,1,4,1,1,40,4,2,4,Theology,Humanities
3,2670,4,11506,4,2751,4,2195,4,2150,3,28221,4,1491,4,2602,4,6039,4,1887,4,2171,4,2434,4,1831,4,3825,4,1678,4,4901,3,2356,2,4612,3,4252,4,2141,3,3500,4,7720,4,2492,4,3256,4,4530,4,2380,4,2567,4,1899,4,2919,4,2911,4,3220,3,4103,4,2015,3,2578,3,6939,4,1763,4,2836,4,3894,3,2417,4,2415,4,1879,4,2386,IN,7,163,162,1,1,4,7,4,7,7,4,1,4,4,2,2,37,8,3,2,Others,Others
1,2359,4,3861,2,4911,1,3603,4,3440,1,2538,1,3971,1,2688,2,6995,3,14965,1,4713,1,2922,4,2402,2,8288,4,14683,4,3610,3,2465,1,3741,1,12955,2,3273,4,2219,1,2737,1,2502,3,2967,1,8389,1,3374,1,3229,1,4256,2,4759,3,7023,4,3794,3,4525,1,3931,3,2433,2,5944,2,3366,4,4745,4,2909,1,2403,3,6503,1,2509,3,4017,AR,592,198,164,2,6,1,7,1,5,2,6,7,6,2,2,1,22,1,1,3,CS,Computer Science
3,8293,4,6216,2,4400,2,10138,3,3252,2,5820,3,6257,4,6033,3,8100,3,4729,3,4003,2,4191,4,2888,4,4088,3,3413,2,5439,4,2550,4,3929,2,9044,1,3299,3,4018,4,3263,2,5761,3,5256,3,16488,3,4685,2,6170,2,11428,3,5087,4,6803,2,5667,3,17809,2,2166,3,2288,3,9102,1,2715,2,8960,3,3982,2,4592,1,6518,2,4654,4,2653,US,13,246,179,4,1,7,3,6,5,4,3,3,2,2,2,1,18,2,1,2,Others,Others
2,2342,1,3204,2,108458,2,6552,3,3217,2,2267,2,6369,4,2051,4,3002,1,3535,2,3237,2,3671,3,2194,2,3268,2,2057,3,2283,2,1725,1,3175,2,70949,2,2584,2,3101,3,2301,1,2088,3,9463,3,6049,4,1785,2,2301,3,2518,2,2401,2,4019,3,2252,3,4725,4,2883,2,2268,2,9128,1,7957,3,3500,2,69866,2,2317,3,3635,4,2301,4,4575,KH,60,388,193,1,5,6,6,5,7,5,1,3,3,3,2,2,23,6,1,3,English,Humanities
2,4177,1,1981,3,5029,1,2664,3,2443,2,15724,1,2601,3,3677,3,7659,1,6215,2,3236,1,5600,4,3306,1,5535,1,2730,3,4672,3,3769,2,3300,1,3035,1,4687,3,4291,1,5317,1,3534,3,3074,1,7339,4,3147,2,2770,1,3961,4,5829,1,5430,3,2938,2,3931,3,2660,4,4225,1,4239,2,3822,3,104034,3,4010,2,3908,1,455544,1,2279,4,6311,US,42,1164,191,1,1,1,6,6,7,5,4,1,4,4,2,1,46,6,3,3,English,Humanities
1,3561,1,3342,2,7025,1,4048,4,5152,2,4786,1,2607,1,2848,2,7424,4,3609,1,7808,1,3785,3,3872,1,5832,1,3504,2,7808,4,5279,3,7923,1,7161,2,4807,3,5591,1,2776,1,2559,2,6253,1,4760,4,3264,2,5336,1,3400,1,3960,1,11503,2,4874,1,3999,2,5865,3,9558,1,5255,2,5575,3,3888,3,16417,1,5321,1,4136,1,2024,4,6336,US,6,225,160,6,6,3,5,7,3,6,3,3,5,3,2,1,57,4,2,12,Accounting,Business
1,3343,1,6384,1,4262,1,8357,1,1655,1,4629,1,3308,1,1954,1,4513,1,2273,1,2507,1,3527,1,1238,1,5315,1,1420,1,3124,1,3561,1,2190,1,7405,1,2925,1,2724,4,7957,1,1404,1,2256,1,11281,1,2139,1,2941,1,1889,1,3025,1,3476,1,3008,1,7921,1,2290,1,2106,1,6751,1,1254,1,7204,1,1370,1,1705,1,12029,1,1872,1,4429,US,3874,165,606,1,1,7,5,4,7,7,1,7,4,4,3,1,26,2,1,1,Accounting,Business
